frame,timestamp,object_id,class,keypoint_index,x,y,depth,confidence,spatial_spread,avg_distance,formation_area,symmetry_score,num_performers,distance,distance_to_com
0,1.5666470527648926,-100,center_of_mass,-1,1056.522834777832,141.35141148286706,0.12687427912341406,1.0,227.53750819349395,633.3758460371862,217122.5307468277,0.22203608080696632,4.0,,
0,1.5666470527648926,-200,performer_connection,-1,1.0,2.0,0.0,1.0,,,,,,269.0656286398891,
0,1.5666470527648926,-200,performer_connection,-1,1.0,3.0,0.0,1.0,,,,,,1049.3229457040418,
0,1.5666470527648926,-200,performer_connection,-1,1.0,4.0,0.0,1.0,,,,,,412.9377768368103,
0,1.5666470527648926,-200,performer_connection,-1,2.0,3.0,0.0,1.0,,,,,,801.9134666460426,
0,1.5666470527648926,-200,performer_connection,-1,2.0,4.0,0.0,1.0,,,,,,413.8829506270255,
0,1.5666470527648926,-200,performer_connection,-1,3.0,4.0,0.0,1.0,,,,,,853.1323077693077,
1,1.8106067180633545,-100,center_of_mass,-1,1055.9274974399143,153.34979629516602,0.16252723311546838,1.0,212.22094919867945,625.4399231908706,214952.64019535648,0.22673595896973933,4.0,,
1,1.8106067180633545,-200,performer_connection,-1,1.0,2.0,0.0,1.0,,,,,,267.18203944666396,
1,1.8106067180633545,-200,performer_connection,-1,1.0,3.0,0.0,1.0,,,,,,1026.8582034199248,
1,1.8106067180633545,-200,performer_connection,-1,1.0,4.0,0.0,1.0,,,,,,416.16037176246243,
1,1.8106067180633545,-200,performer_connection,-1,2.0,3.0,0.0,1.0,,,,,,778.6328698773517,
1,1.8106067180633545,-200,performer_connection,-1,2.0,4.0,0.0,1.0,,,,,,418.67214666917863,
1,1.8106067180633545,-200,performer_connection,-1,3.0,4.0,0.0,1.0,,,,,,845.1339079696415,
2,2.0207138061523438,-100,center_of_mass,-1,1062.1979539659287,158.24708112080893,0.15577342047930282,1.0,203.662340558734,615.3099887297652,211548.7251952029,0.23267155739167253,4.0,,
2,2.0207138061523438,-200,performer_connection,-1,1.0,2.0,0.0,1.0,,,,,,266.71091278576284,
2,2.0207138061523438,-200,performer_connection,-1,1.0,3.0,0.0,1.0,,,,,,1009.1274162655312,
2,2.0207138061523438,-200,performer_connection,-1,1.0,4.0,0.0,1.0,,,,,,418.47758994823045,
2,2.0207138061523438,-200,performer_connection,-1,2.0,3.0,0.0,1.0,,,,,,765.8148972702263,
2,2.0207138061523438,-200,performer_connection,-1,2.0,4.0,0.0,1.0,,,,,,419.54914782982553,
2,2.0207138061523438,-200,performer_connection,-1,3.0,4.0,0.0,1.0,,,,,,812.1799682790154,
3,2.23227596282959,-100,center_of_mass,-1,1062.0400987512926,139.72637221392463,0.1356401384083045,1.0,218.24526270637838,623.3269863999171,214507.15881260965,0.2289707285303566,4.0,,
3,2.23227596282959,-200,performer_connection,-1,1.0,2.0,0.0,1.0,,,,,,268.01680520820855,
3,2.23227596282959,-200,performer_connection,-1,1.0,3.0,0.0,1.0,,,,,,1020.6008119038249,
3,2.23227596282959,-200,performer_connection,-1,1.0,4.0,0.0,1.0,,,,,,420.3824386134471,
3,2.23227596282959,-200,performer_connection,-1,2.0,3.0,0.0,1.0,,,,,,770.2844162262452,
3,2.23227596282959,-200,performer_connection,-1,2.0,4.0,0.0,1.0,,,,,,420.3728977514218,
3,2.23227596282959,-200,performer_connection,-1,3.0,4.0,0.0,1.0,,,,,,840.3045486963549,
4,2.442613363265991,-100,center_of_mass,-1,1057.2606425815159,154.14781761169434,0.16579520697167757,1.0,208.3969256527582,623.0738619539112,214308.7859311561,0.2283726785776309,4.0,,
4,2.442613363265991,-200,performer_connection,-1,1.0,2.0,0.0,1.0,,,,,,268.92193630843633,
4,2.442613363265991,-200,performer_connection,-1,1.0,3.0,0.0,1.0,,,,,,1020.4100688220599,
4,2.442613363265991,-200,performer_connection,-1,1.0,4.0,0.0,1.0,,,,,,419.31026908042173,
4,2.442613363265991,-200,performer_connection,-1,2.0,3.0,0.0,1.0,,,,,,769.3987650801394,
4,2.442613363265991,-200,performer_connection,-1,2.0,4.0,0.0,1.0,,,,,,420.0774264628081,
4,2.442613363265991,-200,performer_connection,-1,3.0,4.0,0.0,1.0,,,,,,840.3247059696025,
5,2.6546809673309326,-100,center_of_mass,-1,1059.7730653550889,156.2491579055786,0.1644880174291939,1.0,202.851764545957,616.1029552684365,211411.5560327223,0.23174714120965276,4.0,,
5,2.6546809673309326,-200,performer_connection,-1,1.0,2.0,0.0,1.0,,,,,,270.0556656719403,
5,2.6546809673309326,-200,performer_connection,-1,1.0,3.0,0.0,1.0,,,,,,1008.1762714828233,
5,2.6546809673309326,-200,performer_connection,-1,1.0,4.0,0.0,1.0,,,,,,417.0867309069133,
5,2.6546809673309326,-200,performer_connection,-1,2.0,3.0,0.0,1.0,,,,,,758.2038127220791,
5,2.6546809673309326,-200,performer_connection,-1,2.0,4.0,0.0,1.0,,,,,,419.3964687506663,
5,2.6546809673309326,-200,performer_connection,-1,3.0,4.0,0.0,1.0,,,,,,823.6987820761968,
6,2.8556764125823975,-100,center_of_mass,-1,1063.5158729553223,157.7684728834364,0.14880174291939,1.0,209.90750069729032,622.604917950668,213222.47310591533,0.23388680563770634,4.0,,
6,2.8556764125823975,-200,performer_connection,-1,1.0,2.0,0.0,1.0,,,,,,271.5732234343342,
6,2.8556764125823975,-200,performer_connection,-1,1.0,3.0,0.0,1.0,,,,,,1024.491833671087,
6,2.8556764125823975,-200,performer_connection,-1,1.0,4.0,0.0,1.0,,,,,,415.19382259324215,
6,2.8556764125823975,-200,performer_connection,-1,2.0,3.0,0.0,1.0,,,,,,773.3243300071499,
6,2.8556764125823975,-200,performer_connection,-1,2.0,4.0,0.0,1.0,,,,,,416.2507110071133,
6,2.8556764125823975,-200,performer_connection,-1,3.0,4.0,0.0,1.0,,,,,,834.7955869910817,
7,3.0698273181915283,-100,center_of_mass,-1,1064.002805822036,136.01761997447295,0.1259515570934256,1.0,215.1342242699035,621.9229755369738,211101.73503016608,0.2288632552217422,4.0,,
7,3.0698273181915283,-200,performer_connection,-1,1.0,2.0,0.0,1.0,,,,,,270.60111049109685,
7,3.0698273181915283,-200,performer_connection,-1,1.0,3.0,0.0,1.0,,,,,,1020.3680180497362,
7,3.0698273181915283,-200,performer_connection,-1,1.0,4.0,0.0,1.0,,,,,,414.76618111895283,
7,3.0698273181915283,-200,performer_connection,-1,2.0,3.0,0.0,1.0,,,,,,765.1914919685184,
7,3.0698273181915283,-200,performer_connection,-1,2.0,4.0,0.0,1.0,,,,,,414.078620370914,
7,3.0698273181915283,-200,performer_connection,-1,3.0,4.0,0.0,1.0,,,,,,846.5324312226247,
8,3.2740731239318848,-100,center_of_mass,-1,1060.522363450792,157.15943696763782,0.161437908496732,1.0,213.01642927253792,628.03181271552,213704.2060249754,0.23022833571589982,4.0,,
8,3.2740731239318848,-200,performer_connection,-1,1.0,2.0,0.0,1.0,,,,,,271.91515519370154,
8,3.2740731239318848,-200,performer_connection,-1,1.0,3.0,0.0,1.0,,,,,,1037.3803031215207,
8,3.2740731239318848,-200,performer_connection,-1,1.0,4.0,0.0,1.0,,,,,,414.09538568376803,
8,3.2740731239318848,-200,performer_connection,-1,2.0,3.0,0.0,1.0,,,,,,783.6370065204129,
8,3.2740731239318848,-200,performer_connection,-1,2.0,4.0,0.0,1.0,,,,,,412.0328203419326,
8,3.2740731239318848,-200,performer_connection,-1,3.0,4.0,0.0,1.0,,,,,,849.1302054317844,
9,3.4812920093536377,-100,center_of_mass,-1,1066.831770155165,157.95069440205893,0.16732026143790849,1.0,201.49217314708233,607.7473543433917,202014.62708629432,0.23641015650532526,4.0,,
9,3.4812920093536377,-200,performer_connection,-1,1.0,2.0,0.0,1.0,,,,,,267.58871195433244,
9,3.4812920093536377,-200,performer_connection,-1,1.0,3.0,0.0,1.0,,,,,,996.6765184505933,
9,3.4812920093536377,-200,performer_connection,-1,1.0,4.0,0.0,1.0,,,,,,414.9969728139385,
9,3.4812920093536377,-200,performer_connection,-1,2.0,3.0,0.0,1.0,,,,,,742.7679357234722,
9,3.4812920093536377,-200,performer_connection,-1,2.0,4.0,0.0,1.0,,,,,,405.48200257709016,
9,3.4812920093536377,-200,performer_connection,-1,3.0,4.0,0.0,1.0,,,,,,818.9719845409237,
10,3.6922364234924316,-100,center_of_mass,-1,1072.1192508273655,168.67585966322156,0.1636165577342048,1.0,208.59865817649705,615.9143993503917,205777.66103341503,0.23996975878916707,4.0,,
10,3.6922364234924316,-200,performer_connection,-1,1.0,2.0,0.0,1.0,,,,,,265.6544249565868,
10,3.6922364234924316,-200,performer_connection,-1,1.0,3.0,0.0,1.0,,,,,,1016.0833596899952,
10,3.6922364234924316,-200,performer_connection,-1,1.0,4.0,0.0,1.0,,,,,,415.3314296003606,
10,3.6922364234924316,-200,performer_connection,-1,2.0,3.0,0.0,1.0,,,,,,766.1861420356054,
10,3.6922364234924316,-200,performer_connection,-1,2.0,4.0,0.0,1.0,,,,,,405.0480672167877,
10,3.6922364234924316,-200,performer_connection,-1,3.0,4.0,0.0,1.0,,,,,,827.1829726030147,
11,3.9022040367126465,-100,center_of_mass,-1,1071.623053656684,170.49938021765814,0.16318082788671026,1.0,208.35167053523037,615.8351702172582,206404.76718426403,0.24076516409657933,4.0,,
11,3.9022040367126465,-200,performer_connection,-1,1.0,2.0,0.0,1.0,,,,,,269.2626216846943,
11,3.9022040367126465,-200,performer_connection,-1,1.0,3.0,0.0,1.0,,,,,,1017.2534191827069,
11,3.9022040367126465,-200,performer_connection,-1,1.0,4.0,0.0,1.0,,,,,,416.48152124545373,
11,3.9022040367126465,-200,performer_connection,-1,2.0,3.0,0.0,1.0,,,,,,765.5158500954797,
11,3.9022040367126465,-200,performer_connection,-1,2.0,4.0,0.0,1.0,,,,,,405.8628782539598,
11,3.9022040367126465,-200,performer_connection,-1,3.0,4.0,0.0,1.0,,,,,,820.634730841255,
